Product,Order ID,Item Processing cost,Weight,Revenue,Profit,Warehouse,Inventory,Customer,City,State,Order Date,Cost per unit,Profit margin,Average order size,Inventory turnover
Estee Lauder,97361,1.21777082,131.015297,5194.69338,316.4615688,Chicago,833.3294207,Sephora,San Antonio, Texas,6/26/2021,0.009294875,6.092016326,131.015297,0.157219095
Revlon,80608,3.176472957,414.5539992,4820.570799,361.7726635,Chicago,249.1092968,Walmart,San Antonio, Texas,9/13/2021,0.007662386,7.504768183,414.5539992,1.664145034
Clinique,47195,3.135358192,914.7581055,2652.039015,363.3409865,Florida,869.1357815,Walgreens,Dallas, Texas,3/25/2023,0.003427527,13.70043896,914.7581055,1.052491596
Estee Lauder,50100,1.820067004,344.713961,6260.138661,725.6983168,Florida,765.6448148,Amazon,Houston, Texas,10/28/2022,0.005279934,11.59236809,344.713961,0.450226991
Maybelline,49094,2.185714469,155.61799,3925.298236,754.9599677,New York,291.0826375,Sephora,Philadelphia, Pennsylvania,12/12/2020,0.014045384,19.23318745,155.61799,0.534617905
Estee Lauder,21751,1.478921169,276.5027906,1558.861587,625.8459238,Texas,431.9996104,Ulta Beauty,Los Angeles, California,5/6/2023,0.005348666,40.14762626,276.5027906,0.640053333
MAC,37244,1.075122185,818.2813879,5975.117582,105.9788529,Chicago,365.944368,Ulta Beauty,Houston, Texas,9/9/2021,0.001313878,1.773669746,818.2813879,2.236081382
Estee Lauder,81523,2.243221057,744.7160299,3217.882587,183.823629,Chicago,496.7702858,MAC Cosmetics,Seattle, Washington,3/31/2021,0.003012183,5.71256483,744.7160299,1.499115489
Loreal,47925,2.698057048,459.7274517,6786.277395,161.5850103,Florida,525.3681065,Walgreens,Austin, Texas,5/16/2020,0.005868819,2.381055193,459.7274517,0.875057785
Urban Decay,28207,2.333413456,402.4912956,2860.923193,555.090811,Chicago,889.6439781,Ulta Beauty,Dallas, Texas,11/25/2021,0.005797426,19.40250659,1506.719171,0.452418389
Urban Decay,87830,4.613666532,549.6041299,5197.166958,422.1372319,Texas,917.3655207,Walgreens,Seattle, Washington,6/14/2023,0.008394527,8.122448928,549.6041299,0.599111387
Maybelline,36787,3.801240035,307.1457887,8910.959287,465.1876188,Texas,674.8865137,Ulta Beauty,New York City, New York,7/7/2022,0.012376012,5.220398879,1106.402258,0.455107314
Maybelline,82979,4.801055048,670.1540837,4366.035576,778.0130409,New York,488.0673822,CVS Pharmacy,Phoenix, Arizona,5/17/2023,0.007164106,17.81966792,670.1540837,1.373076973
Estee Lauder,25872,2.466371278,722.5088038,1471.297229,695.1827672,California,966.1500545,Boots,Boston, Massachusetts,9/29/2021,0.003413621,47.24964837,722.5088038,0.747822557
Maybelline,23209,4.260718139,369.6517253,8970.278646,258.6944908,Florida,705.1160676,Walgreens,Seattle, Washington,3/2/2021,0.011526304,2.883906967,369.6517253,0.52424238
Clinique,98929,1.088210427,423.3469638,5110.746299,696.7378931,Texas,465.8575788,Nordstrom,Phoenix, Arizona,4/26/2021,0.002570493,13.6328014,423.3469638,0.908747615
Clinique,87583,4.212377591,287.1963188,6345.595208,622.6337195,Chicago,186.027483,Ulta Beauty,Dallas, Texas,2/6/2020,0.014667241,9.812061737,287.1963188,1.543838115
Clinique,77685,4.386360701,906.3051986,2476.823167,194.8514658,Chicago,430.1268553,CVS Pharmacy,Austin, Texas,6/3/2023,0.004839827,7.86699141,906.3051986,2.107064898
MAC,96091,3.579560651,313.4740763,1279.158604,604.8190641,Florida,875.9614264,Sephora,Denver, Colorado,5/1/2023,0.011419001,47.28257013,313.4740763,0.357862877
Urban Decay,40425,4.458761881,916.5506597,1276.302993,346.0028827,Chicago,809.4798352,MAC Cosmetics,Dallas, Texas,1/16/2022,0.00486472,27.10977601,916.5506597,1.132271145
Revlon,61683,3.822097734,181.6319232,3874.398049,993.2224058,Texas,105.254472,Walgreens,Denver, Colorado,2/22/2020,0.021043095,25.63552824,181.6319232,1.725645664
Maybelline,13443,4.324665156,473.9232911,9625.469317,918.9734727,Texas,108.7731608,Ulta Beauty,Denver, Colorado,3/28/2020,0.009125243,9.547310811,473.9232911,4.356987401
Maybelline,43129,4.592720147,314.5037151,8302.261303,936.1105518,California,665.3007607,Walgreens,San Antonio, Texas,12/10/2020,0.014603071,11.27536845,555.0019931,0.472724118
Covergirl,84602,4.588253947,859.4607873,1827.579757,720.9625472,Florida,818.7624982,Target,San Antonio, Texas,9/30/2023,0.005338526,39.44903331,859.4607873,1.049707075
MAC,91322,2.85888452,192.8861442,4983.797901,569.4318953,California,563.4239507,Walmart,Boston, Massachusetts,1/31/2020,0.014821617,11.42566185,192.8861442,0.34234637
Clinique,92226,4.759544913,346.1013511,1697.699249,843.9019304,Chicago,376.7207225,Boots,Chicago, Illinois,6/14/2023,0.013751882,49.70856475,346.1013511,0.918721298
NARS,60673,4.311017424,239.6159833,9685.002102,375.9277038,Chicago,356.650708,Target,San Antonio, Texas,10/12/2020,0.01799136,3.881544886,626.0642376,0.671850575
Tarte,67034,1.789263555,716.6254364,4700.073052,189.6328762,Florida,859.5081248,Ulta Beauty,Denver, Colorado,4/18/2020,0.00249679,4.034679336,716.6254364,0.83376226
Estee Lauder,70237,1.415497613,535.0900365,4166.734776,463.6795881,Texas,182.0842869,CVS Pharmacy,Chicago, Illinois,9/10/2022,0.002645345,11.12812821,738.6520393,2.938694193
Covergirl,93224,1.3261838,521.8787124,7509.893531,869.5280117,Chicago,340.7470472,Ulta Beauty,Boston, Massachusetts,10/5/2021,0.002541172,11.57843328,521.8787124,1.531572222
Estee Lauder,76189,4.038029518,824.6074709,6793.457095,352.6887154,Chicago,636.9179083,MAC Cosmetics,Boston, Massachusetts,3/6/2023,0.004896911,5.191594065,824.6074709,1.294684072
Loreal,70243,3.926662694,452.0100573,3329.428028,100.4199684,California,470.7554776,Ulta Beauty,Dallas, Texas,5/18/2023,0.008687114,3.016132729,1319.634498,0.960180134
Loreal,44420,1.999931693,227.9900171,4658.790004,100.0404823,Chicago,565.4213924,Target,Los Angeles, California,4/12/2022,0.008772014,2.147349037,227.9900171,0.403221421
Revlon,52534,1.234687308,638.1562475,5373.23105,204.1983967,Florida,827.0108914,MAC Cosmetics,Boston, Massachusetts,7/15/2023,0.001934773,3.800290641,1508.515893,0.77164189
Urban Decay,64337,1.278735822,934.2561521,4757.3013,235.0917821,Florida,903.9256059,Amazon,Austin, Texas,8/20/2020,0.001368721,4.941704702,934.2561521,1.03355425
Revlon,26700,4.720827922,447.6146913,2499.418009,343.3795257,Chicago,877.0958875,Nordstrom,San Diego, California,10/28/2020,0.010546633,13.73837927,447.6146913,0.510337236
Estee Lauder,74112,4.243267779,393.464979,8958.171715,169.5737435,Chicago,995.634002,Nordstrom,Denver, Colorado,6/22/2020,0.010784359,1.892950357,983.204117,0.395190379
MAC,99605,4.202188957,151.7880046,2166.067299,922.6281703,Texas,991.1603749,Walmart,San Antonio, Texas,8/10/2022,0.027684592,42.59462163,151.7880046,0.15314172
NARS,64446,1.636241577,982.779217,6937.383032,732.2278143,Florida,770.9909218,Nordstrom,Austin, Texas,10/5/2023,0.001664913,10.55481312,982.779217,1.274696224
NARS,26955,2.901516836,793.4426126,8122.732288,262.9933647,Chicago,222.1330266,Walmart,Los Angeles, California,1/16/2023,0.00365687,3.237745077,793.4426126,3.571925458
Tarte,76879,3.856145351,387.0498766,8528.599033,540.0167626,Texas,200.7333653,Amazon,Miami, Florida,7/17/2020,0.009962916,6.331834343,1211.345439,1.928179085
Maybelline,32873,4.051056835,707.154808,6060.405804,819.5021406,New York,390.5407156,Ulta Beauty,San Francisco, California,9/7/2023,0.00572867,13.52223213,1125.432171,1.810707001
Maybelline,62552,2.247464145,189.7286942,4789.586779,647.1771491,New York,927.6654385,CVS Pharmacy,Austin, Texas,4/25/2023,0.011845673,13.51217086,717.7595843,0.204522758
Clinique,88277,3.182737265,464.7781475,2128.169627,112.6335772,Florida,799.8949354,Ulta Beauty,New York City, New York,11/25/2020,0.006847863,5.292509383,760.6731122,0.581048994
MAC,79774,2.03195376,902.5290096,3691.666719,787.3422231,Chicago,367.6950515,MAC Cosmetics,Houston, Texas,6/15/2022,0.0022514,21.32755427,902.5290096,2.454558488
Tarte,83706,2.459907848,717.4116578,7192.265944,255.3229625,Chicago,566.9396985,Amazon,Boston, Massachusetts,6/10/2021,0.003428865,3.549965539,717.4116578,1.265410871
NARS,28868,1.176671455,784.9002365,4063.4163,993.3072989,California,904.0652815,Target,Chicago, Illinois,6/29/2021,0.001499135,24.44512759,784.9002365,0.868189778
Tarte,25208,3.028925416,887.6941301,2090.619518,488.8951972,New York,362.4798383,Target,Chicago, Illinois,10/27/2022,0.003412127,23.38518287,2051.572611,2.4489476
Estee Lauder,85007,1.150345165,867.5959205,2366.466054,695.949867,Chicago,363.3307777,Amazon,San Diego, California,10/9/2021,0.0013259,29.40882527,1435.249788,2.387895477
Loreal,93434,1.885879109,948.5543302,4867.892199,595.5071927,New York,425.8737014,Amazon,Philadelphia, Pennsylvania,4/11/2021,0.001988161,12.23336854,1083.644153,2.227313701
Clinique,86564,2.305201005,829.6158744,9545.744664,712.2758203,Florida,104.1094344,Ulta Beauty,Philadelphia, Pennsylvania,4/11/2022,0.002778637,7.461710378,938.0505882,7.968690628
Clinique,82861,2.144927173,124.5667926,2071.968268,546.6847681,California,450.3688762,Walgreens,Boston, Massachusetts,9/30/2021,0.017219093,26.38480407,756.767278,0.276588368
Clinique,63318,1.178260927,358.7337236,4312.562106,945.9103443,New York,126.2357691,Sephora,Philadelphia, Pennsylvania,4/22/2022,0.0032845,21.93383704,358.7337236,2.841775562
NARS,19320,2.201449233,289.0782341,6850.09871,375.4915059,California,347.3886518,Target,New York City, New York,6/27/2021,0.00761541,5.481548834,289.0782341,0.832146452
Covergirl,94451,4.678510667,304.6494361,8244.946128,519.5494695,Texas,469.9460149,Nordstrom,Seattle, Washington,4/24/2020,0.01535703,6.301429524,304.6494361,0.648264751
Clinique,93022,1.151698587,388.6880444,9602.356316,895.4139897,Chicago,405.0671983,Walmart,Los Angeles, California,11/2/2020,0.002963041,9.324940257,388.6880444,0.959564354
Tarte,56113,3.722981109,877.06404,5777.971021,801.6683728,New York,510.792697,CVS Pharmacy,Los Angeles, California,4/9/2022,0.004244822,13.87456548,1720.778585,1.717064565
Revlon,50014,4.270019317,929.2329171,1354.058776,910.1858519,New York,851.5214583,Sephora,Denver, Colorado,6/11/2022,0.004595209,67.21907998,929.2329171,1.091261891
Urban Decay,68593,3.108890308,440.1940588,6157.934914,382.1649039,New York,791.401703,Nordstrom,Chicago, Illinois,11/22/2022,0.007062545,6.206056239,1042.150705,0.556220763
Tarte,60950,4.935849359,852.2568872,5303.201892,349.4207549,California,532.9310591,Nordstrom,Dallas, Texas,2/24/2023,0.005791504,6.588863899,852.2568872,1.599187874
MAC,11305,1.888677299,797.9406203,8983.662269,398.4042279,New York,294.7165466,MAC Cosmetics,San Antonio, Texas,6/2/2021,0.00236694,4.434764086,1027.548764,2.70748497
NARS,77271,3.917784894,997.9009292,9811.066721,880.2877098,Florida,957.2679157,Boots,Dallas, Texas,1/3/2023,0.003926026,8.972395509,997.9009292,1.042446856
Urban Decay,65981,1.448345007,263.8229496,1633.182605,110.3325842,Chicago,682.8837545,MAC Cosmetics,San Diego, California,1/14/2020,0.005489837,6.755679611,263.8229496,0.386336544
Loreal,93757,1.863751937,931.3098402,4846.426585,929.9666456,Florida,734.1919653,Walmart,San Antonio, Texas,6/27/2020,0.002001216,19.188708,931.3098402,1.268482746
Clinique,23083,4.969141908,518.6425719,5017.193555,616.5875915,Chicago,152.8760094,Target,San Francisco, California,7/22/2022,0.009581053,12.28949182,518.6425719,3.392570057
Covergirl,72559,2.331850829,532.5471586,1995.69487,514.9925679,Chicago,260.2048414,Target,Philadelphia, Pennsylvania,4/19/2023,0.004378675,25.80517571,532.5471586,2.046645849
Clinique,56236,4.001831603,379.4396885,8799.159621,190.6232882,Chicago,219.8436871,Nordstrom,San Antonio, Texas,7/8/2022,0.010546687,2.166380614,379.4396885,1.725952168
Estee Lauder,11631,1.15466998,575.0992676,3397.923311,188.0829953,New York,316.5425729,Target,Philadelphia, Pennsylvania,3/3/2020,0.002007775,5.535233673,575.0992676,1.816814915
Revlon,99773,3.109674044,344.2017913,1194.641795,361.657967,California,251.4009755,Sephora,San Diego, California,6/12/2022,0.00903445,30.27333955,344.2017913,1.369134669
Maybelline,73312,2.41021828,344.5202027,1667.414624,527.9366982,Florida,548.7604998,Sephora,San Diego, California,10/31/2020,0.006995869,31.6619928,1017.921748,0.627815236
MAC,28211,3.065480215,108.1950292,8987.006681,741.8938237,New York,926.9271815,Amazon,San Francisco, California,5/9/2020,0.028332912,8.255182733,467.0272847,0.116724411
MAC,86020,3.211674562,255.6694358,9939.967076,520.360232,California,479.0320167,Boots,Houston, Texas,12/2/2021,0.012561824,5.235029734,255.6694358,0.533720977
Maybelline,62099,2.436676058,604.6733962,8062.631753,428.6722017,New York,956.4091106,Sephora,San Antonio, Texas,5/9/2021,0.004029739,5.316777633,604.6733962,0.632232995
Loreal,74105,3.480997846,376.2347893,6938.019367,673.2240048,Florida,136.9126889,CVS Pharmacy,Denver, Colorado,8/5/2023,0.009252196,9.703403367,376.2347893,2.747990654
NARS,34341,4.261002053,890.3605988,5811.089133,157.2336491,Chicago,729.2227488,CVS Pharmacy,Phoenix, Arizona,9/29/2022,0.004785704,2.705751805,1250.139714,1.220972056
Maybelline,56541,2.566482231,571.9861233,3826.813683,872.3701847,Florida,742.9675853,CVS Pharmacy,Los Angeles, California,1/24/2021,0.004486966,22.79625446,571.9861233,0.769866862
Revlon,50747,2.457192638,118.7747008,1088.099979,785.6771658,Chicago,868.9037913,Walmart,Dallas, Texas,11/11/2021,0.020687845,72.20633961,118.7747008,0.136694882
Covergirl,19993,1.030773265,898.4441461,2412.692396,329.2171238,California,265.5232831,Amazon,Boston, Massachusetts,1/15/2020,0.001147287,13.64521745,898.4441461,3.383673687
Covergirl,48523,2.765739364,204.1843277,5815.482754,590.991373,California,123.1442946,Nordstrom,Denver, Colorado,12/11/2023,0.013545307,10.16237857,204.1843277,1.658090034
MAC,85253,1.305325923,951.8009847,3801.692224,282.3052867,Chicago,753.5127861,Ulta Beauty,Seattle, Washington,1/20/2021,0.001371427,7.425779628,951.8009847,1.263151737
Tarte,55677,4.310341225,561.1931692,8757.994795,832.5031727,California,625.442627,Nordstrom,Austin, Texas,7/11/2022,0.007680673,9.50563676,561.1931692,0.897273619
Maybelline,77081,1.660606179,491.2396977,2002.965245,925.3274395,Florida,402.0238234,Walgreens,Chicago, Illinois,12/18/2020,0.00338044,46.19787797,491.2396977,1.221916884
NARS,90235,3.613544051,186.7388054,9699.912269,265.5009688,California,355.4031855,MAC Cosmetics,Denver, Colorado,12/14/2021,0.019350793,2.737148145,186.7388054,0.525428058
Estee Lauder,46870,2.930378194,755.6651127,7095.97938,598.6318877,New York,265.1907064,Ulta Beauty,Philadelphia, Pennsylvania,1/1/2022,0.003877879,8.436212335,1615.99721,2.849515819
Loreal,40342,4.000824182,879.7777496,7478.564841,810.1607491,Texas,195.6025355,MAC Cosmetics,Chicago, Illinois,1/27/2022,0.00454754,10.83310456,879.7777496,4.497782953
Tarte,24126,4.518757261,525.7544517,8304.570339,617.4033411,Florida,109.22658,CVS Pharmacy,Denver, Colorado,4/16/2020,0.008594806,7.434500713,525.7544517,4.813429586
Urban Decay,26337,3.342350477,422.4364974,8696.808975,312.7689165,Florida,612.0742308,Amazon,Seattle, Washington,9/30/2021,0.007912078,3.596364108,619.8474798,0.690172002
Tarte,96093,3.847527229,252.2795577,1094.53669,751.8739751,Texas,162.066145,Boots,Denver, Colorado,9/2/2021,0.015251046,68.69335511,252.2795577,1.556645638
MAC,37420,4.782426513,781.2538161,8470.28217,746.9624082,California,412.1956886,CVS Pharmacy,Chicago, Illinois,9/29/2022,0.006121476,8.818624849,781.2538161,1.895346889
Urban Decay,80715,1.966445589,749.7354726,8012.125661,739.823634,California,780.8165541,Walgreens,Denver, Colorado,10/2/2023,0.002622853,9.233799684,749.7354726,0.960194131
Clinique,77466,3.181241444,498.6870414,3406.405771,722.5317738,Florida,840.0728109,Walmart,Dallas, Texas,7/10/2022,0.006379234,21.21097199,2474.844505,0.593623594
Clinique,46591,3.85409291,790.5380557,2630.303944,874.3894209,Florida,302.9791801,Target,Denver, Colorado,10/30/2022,0.004875278,33.24290422,790.5380557,2.609215773
Covergirl,10405,1.377323334,719.3415219,9742.757224,634.054421,Texas,386.7832431,Ulta Beauty,San Antonio, Texas,4/16/2023,0.0019147,6.507956695,719.3415219,1.859805291
Urban Decay,59904,1.437162411,122.064868,7168.309986,779.5067551,Florida,955.6910004,Walmart,Houston, Texas,4/4/2021,0.01177376,10.87434495,122.064868,0.1277242
Loreal,63551,2.017630192,336.1254314,4066.880755,606.0032538,Florida,399.6589275,Target,San Francisco, California,11/19/2023,0.006002611,14.9009349,336.1254314,0.84103071
Covergirl,66147,2.26643498,866.9155886,4807.857603,834.9876017,New York,127.6346758,Amazon,San Antonio, Texas,9/9/2020,0.002614366,17.36714501,866.9155886,6.792163516
Loreal,71744,3.814501071,282.391792,2210.581107,672.1643108,Texas,720.6944935,Walmart,Chicago, Illinois,10/16/2023,0.013507833,30.40667943,282.391792,0.39183287
Covergirl,61914,3.503193921,458.3360845,7293.943869,622.8328566,Florida,913.2138712,CVS Pharmacy,Phoenix, Arizona,1/14/2020,0.007643286,8.539040988,985.0965659,0.501893476
Clinique,26567,3.85622309,894.3271472,1402.680047,273.6932634,Texas,248.8889572,Amazon,New York City, New York,12/23/2020,0.004311871,19.5121663,894.3271472,3.59327773
Estee Lauder,45818,1.714565103,441.332638,7248.55261,969.6254411,Florida,412.9745606,Ulta Beauty,Chicago, Illinois,3/28/2023,0.003884972,13.37681456,441.332638,1.068667855
Revlon,91280,4.967054159,942.6341776,3629.42946,753.2505162,Chicago,622.2707918,CVS Pharmacy,Denver, Colorado,6/16/2023,0.005269334,20.7539649,942.6341776,1.514829541
Tarte,85831,4.05773025,599.2859088,2169.325618,327.6020695,Texas,432.4405369,Walgreens,Miami, Florida,9/21/2020,0.006770942,15.10156275,599.2859088,1.385822692
Clinique,66294,2.828717632,569.9267419,4673.441749,716.9840914,Chicago,229.1477123,CVS Pharmacy,San Francisco, California,2/23/2021,0.0049633,15.34167173,569.9267419,2.487158768
Maybelline,43850,2.978301107,688.9022812,4696.238225,370.7204608,Florida,853.146631,Amazon,Chicago, Illinois,10/10/2022,0.004323256,7.893987551,688.9022812,0.807484032
NARS,62332,4.665803078,962.830371,2257.395978,155.3212119,Florida,295.1239624,Ulta Beauty,Dallas, Texas,1/1/2023,0.004845924,6.880547917,962.830371,3.262460842
Covergirl,46505,3.256579398,964.1124414,4434.65287,591.3826593,New York,737.4740926,Walgreens,Phoenix, Arizona,10/5/2022,0.0033778,13.33548931,964.1124414,1.307317031
NARS,98537,3.664079876,763.9908924,5035.947983,203.165804,Texas,935.006751,CVS Pharmacy,Denver, Colorado,5/3/2022,0.004795973,4.034311011,763.9908924,0.817096659
MAC,11434,1.894457592,447.5140343,3695.72216,569.4108937,California,366.8245359,MAC Cosmetics,Los Angeles, California,1/19/2021,0.004233292,15.40729712,2152.707908,1.219967561
NARS,14380,4.052984656,351.1899378,7663.971972,721.6673952,New York,964.2398808,CVS Pharmacy,San Francisco, California,12/11/2020,0.01154072,9.416362661,351.1899378,0.364214284
Revlon,46823,4.260660559,927.2224559,1974.182333,431.1695373,Chicago,432.0298356,Amazon,Denver, Colorado,3/30/2022,0.004595079,21.84041109,927.2224559,2.146200053
Clinique,72138,3.959171288,877.2506829,8314.165514,874.1031506,New York,873.6819479,Boots,San Antonio, Texas,9/17/2021,0.004513158,10.51342013,877.2506829,1.004084707
Maybelline,53227,1.391463115,854.4688432,8475.104042,167.2494217,Chicago,259.1877176,Walgreens,San Antonio, Texas,1/19/2020,0.001628454,1.973420277,854.4688432,3.296718113
Estee Lauder,93436,4.969134489,565.9321241,8384.260481,705.5450598,New York,484.2541558,Boots,Seattle, Washington,5/3/2020,0.008780443,8.415113789,565.9321241,1.168667563
Loreal,88237,4.949949473,543.7170499,7740.448787,214.3226326,New York,375.6166065,Ulta Beauty,Dallas, Texas,11/10/2023,0.009103907,2.768865714,543.7170499,1.447531979
Urban Decay,10338,2.024941913,777.4516979,4475.914845,984.091048,Chicago,608.9849213,CVS Pharmacy,Los Angeles, California,7/21/2020,0.002604589,21.98636663,777.4516979,1.276635382
Estee Lauder,44819,3.828906447,910.078894,9122.427892,439.8488764,Florida,290.1943311,MAC Cosmetics,Dallas, Texas,1/23/2020,0.004207225,4.821620753,910.078894,3.136101558
Revlon,14189,1.277561898,870.3673421,7350.520227,128.0729831,Chicago,855.3068916,Ulta Beauty,Boston, Massachusetts,11/3/2020,0.001467842,1.742366242,870.3673421,1.017608242
NARS,46251,3.467088176,542.255183,8779.146514,906.8981572,Florida,782.0323032,Sephora,Boston, Massachusetts,12/16/2023,0.006393831,10.33014036,1435.234015,0.693392307
Loreal,95149,2.181694525,556.1692649,9767.937236,518.2967661,California,841.0207792,Amazon,Houston, Texas,12/13/2022,0.003922717,5.306102543,556.1692649,0.661302644
Urban Decay,68497,1.074360597,721.7528957,7109.691515,425.7268706,Texas,783.2737714,Amazon,Philadelphia, Pennsylvania,6/16/2023,0.001488544,5.987979503,1019.466685,0.92145674
Covergirl,88210,2.2254626,741.2743269,5834.743511,987.4989691,Texas,636.3554785,Target,San Antonio, Texas,5/7/2023,0.003002212,16.92446235,741.2743269,1.16487459
Revlon,75893,1.913622381,365.8651057,8199.049897,438.4519241,Chicago,273.1512146,MAC Cosmetics,San Diego, California,12/27/2022,0.005230404,5.34759429,365.8651057,1.339423316
Urban Decay,83998,3.513664202,205.9560235,7689.127112,159.6125899,New York,281.1649531,Amazon,Boston, Massachusetts,5/1/2020,0.017060264,2.07582197,205.9560235,0.732509586
Tarte,28825,3.568327318,390.1248926,3285.183617,658.8061716,New York,778.3247689,Boots,Los Angeles, California,9/7/2021,0.009146628,20.05386147,390.1248926,0.501236641
Estee Lauder,92496,1.097303159,722.9189006,3678.443522,763.7025137,California,507.5130023,Target,Dallas, Texas,6/3/2023,0.001517879,20.76156692,722.9189006,1.424434246
NARS,78988,1.764768509,259.2077715,4503.246455,843.7293641,California,380.8195443,Target,Denver, Colorado,5/12/2022,0.006808316,18.73602461,785.2921404,0.680657743
MAC,81281,4.205638517,937.5446412,5610.422025,955.0193805,California,853.0715974,Nordstrom,Phoenix, Arizona,9/13/2021,0.004485801,17.02223783,937.5446412,1.09902222
Revlon,25773,4.684892445,633.301974,4302.20556,489.2496504,California,747.3532302,Boots,San Francisco, California,7/10/2021,0.007397565,11.37206588,633.301974,0.847393105
Maybelline,33135,2.559733247,441.6623524,1536.921945,973.6781691,Chicago,578.1547017,Walgreens,Chicago, Illinois,10/24/2022,0.005795679,63.35248008,441.6623524,0.763917255
Tarte,56895,3.073739441,617.8697088,1824.894875,567.6063889,California,238.3597292,MAC Cosmetics,Miami, Florida,10/21/2020,0.004974737,31.10351159,617.8697088,2.592173228
Revlon,47333,2.335557587,487.7916966,2407.34409,876.4717852,Chicago,602.789518,Nordstrom,Dallas, Texas,11/25/2022,0.004788022,36.40824711,487.7916966,0.80922392
MAC,28405,4.74336084,121.0943492,4806.277151,827.0983083,New York,916.4011695,Sephora,Chicago, Illinois,2/21/2023,0.039170786,17.20871024,121.0943492,0.132141199
Estee Lauder,39975,4.425570365,992.9061174,7619.912428,936.1475174,Florida,595.6024325,Nordstrom,Seattle, Washington,11/26/2022,0.004457189,12.28554168,992.9061174,1.667061891
Revlon,28306,2.141632417,825.3706632,3421.972,624.4266446,Texas,395.2040527,Nordstrom,San Antonio, Texas,10/12/2023,0.002594752,18.24756733,825.3706632,2.088467104
NARS,84957,4.547306258,736.8345417,1295.501669,600.4810739,Texas,535.0977078,Ulta Beauty,Denver, Colorado,8/9/2020,0.006171408,46.35123892,736.8345417,1.37700934
Revlon,98777,1.244016713,216.7017042,6167.90086,595.6031809,New York,724.6217208,MAC Cosmetics,Phoenix, Arizona,1/4/2021,0.005740687,9.656497314,216.7017042,0.299054939
Estee Lauder,90297,3.742977997,508.248653,4130.160136,735.6156569,New York,885.0922781,Target,Houston, Texas,6/30/2022,0.007364462,17.81082652,508.248653,0.574232389
Covergirl,82585,2.739207047,564.7994996,4724.783072,844.1425827,California,219.61961,Ulta Beauty,Boston, Massachusetts,9/23/2023,0.004849875,17.86627174,564.7994996,2.571717069
Loreal,76506,4.00010347,342.7166245,4189.30702,702.699461,Florida,199.2821774,MAC Cosmetics,Chicago, Illinois,12/2/2023,0.011671752,16.77364437,342.7166245,1.71975552
MAC,97924,4.157202997,574.0084581,5873.275296,791.3666183,New York,528.114959,Ulta Beauty,Seattle, Washington,11/2/2020,0.007242407,13.47402562,574.0084581,1.086900585
Clinique,44078,4.483928742,574.052237,9463.584263,969.488805,Chicago,786.6032125,Nordstrom,San Antonio, Texas,11/9/2021,0.007811012,10.24441457,574.052237,0.729786286
Tarte,22571,3.436210366,296.4852176,4254.747018,538.7623136,New York,370.36931,Boots,Miami, Florida,4/5/2020,0.01158982,12.66261687,569.2004551,0.800512379
Tarte,31706,4.906791884,194.7913705,6633.827807,500.9908715,Florida,961.8531012,Nordstrom,Houston, Texas,12/25/2022,0.025189986,7.552063244,194.7913705,0.202516757
MAC,79421,1.69626673,112.2333469,8761.796416,217.2836831,California,859.4470357,Boots,Los Angeles, California,1/17/2023,0.01511375,2.479898787,112.2333469,0.130587857
NARS,20343,3.677722979,507.2339949,4956.712731,635.8240008,Chicago,360.7411723,Target,Phoenix, Arizona,1/20/2021,0.007250545,12.8275338,507.2339949,1.406088448
Covergirl,27798,4.677688547,922.7191938,5186.779751,731.4329535,Florida,672.8523718,Sephora,New York City, New York,8/15/2023,0.005069461,14.1018703,922.7191938,1.371354598
Maybelline,92261,2.447876637,437.5420901,1764.801405,667.3554112,California,492.6998924,Target,Boston, Massachusetts,5/5/2022,0.005594608,37.81475973,437.5420901,0.8880499
Estee Lauder,28061,4.921682951,779.6201221,2226.388922,364.7726273,Florida,647.3490734,Target,Chicago, Illinois,1/13/2020,0.006312924,16.38404789,779.6201221,1.204327239
Revlon,15900,1.764476359,321.5951647,2822.163952,826.5946871,Chicago,679.7846233,Ulta Beauty,Dallas, Texas,2/19/2020,0.005486638,29.28939286,321.5951647,0.473083906
Tarte,63616,3.661849126,898.6440866,2921.463364,406.0769716,Texas,151.0775386,Amazon,Denver, Colorado,5/1/2023,0.00407486,13.8997797,1464.46286,5.948230923
Estee Lauder,19167,1.490660999,381.6462553,1402.062257,202.676627,Chicago,398.4370999,Walgreens,Austin, Texas,1/30/2021,0.003905871,14.45560823,381.6462553,0.95785823
Loreal,60636,1.82558624,251.8030089,8930.572917,330.6289945,Chicago,165.4397401,Nordstrom,Austin, Texas,7/21/2021,0.007250057,3.702214825,251.8030089,1.522022512
NARS,43772,2.967559817,617.8809725,3026.76771,817.5763608,Texas,942.0901107,CVS Pharmacy,Phoenix, Arizona,6/4/2021,0.004802802,27.01153307,1513.706088,0.65586186
Clinique,19226,3.848397923,389.5452688,3045.762317,108.721819,New York,211.197707,CVS Pharmacy,Austin, Texas,4/8/2022,0.009879206,3.569609434,389.5452688,1.844457851
Urban Decay,54762,2.690932142,690.0439197,8715.07673,711.8172739,Texas,247.4301881,Walmart,Dallas, Texas,12/26/2023,0.003899653,8.167653549,690.0439197,2.788842886
MAC,34269,3.083346933,313.4137567,9505.718277,501.2099737,Florida,641.6426391,Walmart,Los Angeles, California,8/16/2020,0.009837944,5.272720683,313.4137567,0.488455314
